,tweet,label
80,"If people are stupid enough to vote 4 <e>Romney </e>because they believe the bullshit he spews, then we aaree in tareouble Ameareica, big tareouble! #Debate",-1
81,He's a black republican that believes in <e>Mitt Romney </e>! Does that make him a racist ?!?  http://t.co/OKqi0OQl,0
82,"The <e>Romney </e>endorsed ""Ryan plan"" would put <a>pressure on American seniors </a>in a way we have never seen before. The... http://t.co/yMVdSwOH",-1
83,"When #<e>Romney </e>tells you that he does not control the Super PAC slush fund, he is<a> lying</a>. Most of these PPL are MormonS http://t.co/8eqtm8Nm",-1
84,"<e>Mitt </e>stands for nothing but <a>making the rich richer </a>while putting all the stress,and this advantage on the Working claas&amp;Poor simple.",-1
85,"I do not know , but thank God he is willing to take on the challenge and <a>get America back to greatness</a>. Mitt Romney is America!!!",1
86,"If <e>Romney </e>become president we better start reading the Terms and Conditions ,because we might sign and agree to slavery.",-1
87,Reagan's Budget Director: '<e>Mitt Romney </e>Was <a>Not A Businessman</a>' http://t.co/VIneg7OU,-1
88,I have a hard time believing the poll numbers.  How can a <a>racist </a>like <e>Romney </e>be ahead?,-1
89,"#America - seriously: if you vote #<e>Romney </e>in, you deserve everything that follows. But the rest of the world doesn't.",-1
90,"<e>Mitt Romney </e>fix this mess I know you can ,step on necessary toes, plug the holes , stop the bleeding You get the Pic. Just make it happen",1
91,TheWeek @poetmaggie I would ask Romney to<a> stop lying </D142a>and for once tell the truth. #debate,-1
92,"In that City, you will thank God you never had anything to do with Roman <e>Romney </e>and his One World Order. #JesusTweeters #tcot #tworship",-1
93,"If <e>Romney </e>become president we all gone have to start reading the ""Terms &amp; Conditions"". We might fuck around &amp; <a>be agreeing to slavery</a>.",-1
94,ina26 lmfao!! I'm trying!! It's just that they are talking about<e> Romney</e> now.,0
95,"â€œ@truuuthug: <e>Mitt Romney </e>can suck my dick. &amp; if you a Republican,  Oh.â€",-1
96,"<e>Mitt Romney </e>won't be elected because as much as life-long republican voters do not want to admit it, they do not trust or like him. Sorry Mitt",-1
97,"When #<e>Romney </e>says ""We're going to take back America!"" which America ? South America? Central America? North America? #election2012",-1
98,dMorrissey @gabrielmalor That's also significant considering<e> Romney</e> still has $200 million in the bank with 3 weeks left.,0
99,"Why people who care about Vietnam vets should never, ever vote for <e>Mitt Romney </e>- http://t.co/dqOqXhui â€¦",-1
100,@marxdudek Romney will definitely try another 'trick tonight. Probably bring flowers for all the women questioners !,-1
101,â€œ@kwaneequa: Everybody in my office voting for <e>Romney</e> I should quit huh?â€yea!,-1
102,DON'T EVEN SHAKE <e>ROMNEY</e>'S HAND just say NAH DUDE NAH! And shake your head as if disgusted ROTFL @davidaxelrod http://t.co/m7mz3rU7,-1
103,"With a <e>Romney </e>in office, <a>we would be in 5 wars right now</a>, iraq, afghanistan, lybia, benghazi &amp; iran, does that even make sense?!?",-1
104,I'm feeling sick to my stomach just pondering what WILL happen if <e>Romney </e>if elected just based off his supporters #backwards Rt @poegie59,-1
105,"Dont be fooled. If yoyou are part of the middle class, you will pay more younder a <e>Romney </e>presidency. <a>New taxes, fees, or dedyouctions will affect you</a>",-1
106,So essentially <e>Romney</e>'s trying to <a>buy the presidency</a>.,-1
107,<e>Mitt Romney </e>Campaign Busted Buying Hundreds of Thousands of Facebook LIKES and Twitter Followers http://t.co/ro2zgWX7 via @wordpressdotcom,-1
108,<e>Mitt Romney</e>'s $5 Footlong now served with a side of bullshit,-1
109,Fuck <e>Mitt Romney</e>!,-1
110,<e>Romney</e> is no Buster Douglas.,0
111,"They say figures will not<a> lie<a> ,but liers will figures.Sounds like <e>Romney </e>&amp; Rynn Programs, Yep 4+3=9 It just that simple",-1
112,I change my mind. I hope <e>Romney </e>wins.,1
113,"<e>Romney </e>is fucked up for wanting Sesame Street gone...they live in the hood, and one of them even lives in a trashcan...they living rough #ijs",-1
114,"""Romney <a>plan does not add up </a>- deserves second look"" headline laughable. Sign of the times.",-1
115,"If <e>Romney </e>really wants to win the post-debate analysis, he should come out for better pay for focus groups.",0
116,<e>Romney </e>is such a<a> racist </a> Easier as a Latino? Actually...  http://t.co/eAWTajoQ,-1
117,<e>Mitt Romney</e>'s<a> new jobs math just does not add up</a>. See why: http://t.co/omxqtUO7,-1
118,<e>Romney</e> secret plans 2 <a>create 12m job is just not true</a> instead we ll loose more than 12m job with his 20% tax cut 4  wealthy,-1
119,My guess is <e>Romney</e> tonight will pre-emptively call <e>Obama </e>a liar (like he did the last time) in order to cloud the truth during the debate,-1
120,DOC_Channel No.  I cringe when <e>Romney</e> speaks.  He is repugnant to me.  <a>A criminal</a> in candidate's clothing.,-1
121,<e>Romney</e> is an<a> idiot</a>,-1
122,Why <e>Mitt Romney</e>'s <a>12 million jobs math is rejected </a>by the fact checkers: http://t.co/icJVyeqh,-1
123,"<e>Romney</e>,I thank you for your low paying life on the line in the Coal mines,and I will make sure you do not have healthcare",-1
124,Women who want to vote for <e>Romney</e> I do not understand,-1
125,Surprise surprise. <e>Romney</e>'s new tax plan for jobs does<a> not add up</a>. #<e>RomneyRyan</e>2012 #Fail  http://t.co/ZUPIXAIi,-1
126,<e>Romney</e>'s <a>Tax Plan Doesn't Add Up</a>â€”But It Deserves a Second Look: http://t.co/Rq6Lw2Ws:  http://t.co/9UfmbeKc,-1
127,I cannot for the life of me figure out why any women are voting for #<e>Romney</e>. Is there something I am missing?,-1
128,What we have been waiting for: <e>Mitt Romney</e>'s tax plan adds up to a tax hike for the middle class. Here's the math:  http://t.co/YfZx3dKS,-1
129,77 Really is! As if he is not a<a> criminal</a>. I mean just the fact that statehood is supported by <e>Romney</e> shaking my head,-1
130,"StacyOlson7 no thanks, <e>Romney </e>has my vote.",1
131,"<e>Romney </e>enjoys #abortion profits: Tax Returns Reveal Investments In Stem Cell Research, Plan B, Chinese Oil http://t.co/jXPrqRkW #prolife?",-1
132,<e>Romney</e>'s jobs numbers are cobbled together from various reports on existing policies and trends that have nothing to do w/Romney's plans!,-1
133,"<e>Mitt </e>will be fine, he has the truth on his side.",1
134,RT @rawdawgbuffalo: If you want to play a #debate drinking game where you do not get drunk drink every time #<e>romney </e>... http://t.co/m4xx0xaS,0
135,<e>Romney</e>'s 12 million jobs pledge is based on completely <a>bogus math</a>: http://t.co/oeYiF09i,-1
136,#<e>romney</e> He is this type of dick.  He published my personal aged pictures http://t.co/adyyxJeZ,0
137,"<e>Romney </e>can't even name 3 ramen noodle flavors, he do not know the struggle. #Fuc<e>Romney</e>",-1
138,"I much prefer bombastic, furiously insulting, absurdly based papers like ""Why Krugman is but a little twerp"" or ""WANTED : <e>Romney</e>'s brain""",-1
139,<e>Romney</e> central jobs argument exposed as fraudulent http://t.co/kAhgVugI  via @maddow | #p2,-1
140,<e>Romney</e>'s grandpa was a pimp... Lol he had 5 wives &amp; 30 kids! He was a busy man,-1
141,HE WILL CONTROL YOUR EVERY MOVE!<e>Romney </e>drafted bill to allowing religious grp to <a>ban gay's  from adopting children</a>. http://t.co/KESl09SO,-1
142,if <e>Romney </e>win I'm no longer wearing nice clothes or driving a nissan I'm downgrading to a Kia &amp; wearing Colombia &amp; wrangler jeans I do not care Idc,-1
143,"#<e>Romney </e>named Walid Phares, radical Islamophobe tied to <a>militia that committed atrocities</a>, to his foreign policy team  http://t.co/fMqtTwt6",-1
144,"“@UberFacts: In 1965, <e>Mitt Romney </e>was arrested for using large blocks of ice to slide down the slopes of a golf course.” He's going to hell.",-1
145,"<e>MittRomney  </e> is a<a> relentless, bald-faced liar, a sociopath, a thing without a conscious: the devil.</a>",-1
146,Chuck OK. I'll be here keeping count of <e>Mitt</e>'s<a> lies </a>if it take 140 TWEETS. LOL,-1
147,"This is funny: When it comes to his $5 trillion tax plan, do not let <e>Mitt Romney </e>give you the runaround. Details matter: http://t.co/APYLnueU",-1
148,"<e>Mitt Romney </e>said that catching bin Laden would be ""insignificant"" and it is ""not worth moving heaven and earth."" http://t.co/MYFSv54H",-1
149,“@realDonaldTrump: I have no doubt that <e>Mitt</e> will do really well tonight. We'll all be watching <e>MittRomney</e>.” CANNOT WAIT! #RommeyRyan2012,1
150,Fuck <e>romney </e>like I really do not like him his bitch ass he do not know the struggle,-1
151,"Seriously, the arithmetic issues in the <e>Romney</e> campaign are EPIC. This analysis of <a>his jobs numbers is just brutal</a>. http://t.co/eVbh2X0D",-1
152,"<e>Mitt Romney </e>is fake bro! ""<e>romney</e>'s ""<a>12 million jobs</a>"" is fake http://t.co/0sYUf7v9""",-1
153,Diane von Furstenberg Is ‘Not Quite Sure’ How Ann <e>Romney </e>Ended Up Wearing One of Her Dresses http://t.co/MXtVgAsn,0
154,"AdWatch: ""<e>Mitt Romney </e>is <a>wrong for women's health</a>"" - Radio-#AttackAd von #PPVotes warnt Frauen vor #Romney http://t.co/bkNjbEVW #uswahl",-1
155,"Cat Then call me ""sexist;"" I'm voting against #<e>Romney </e>because he is a dick!",-1
156,"vidJWhite858 Mitt will suck tonight because he will be around ""you people"".#<e>mitt</e>astrophe",-1
157,"<e>Romney</e>'s <a>tax plan does not add up</a>, but does it deserve a second look? http://t.co/YGFyFTD7",-1
158,mutt <e>romney </e>how about no viagra or early prostate exam untilled men are 60 come on am not that fair.,-1
159,CNN: Mitt #<e>Romney </e>made millions investing in companies that <a>did business in #Iran</a>. http://t.co/JRzRXsDG,-1
160,"#<e>Romney </e>has a record of <a>cutting jobs, cutting pay </a>&amp; cutting pension... but do not worry #America-- he will not do that to YOU.  #Sensata",-1
161,The New York Times: “Mr. <e>Romney</e> needs a working calculator.” http://t.co/o1KKLkkP,-1
162,“o: The Lohan Effect: Will<e> Romney</e> Get a Boost from Low-Information Voters? http://t.co/COBrivwg via @TIMEPolitics” already there,-1
163,"Sorry, <e>Mitt</e>: In the Real World, <a>Tax Reform Doesn't Boost Growth</a>:   Bruce Bartlett writes today that a <e>Romney</e>-sty... http://t.co/DFnXY4Eo",-1
164,"if <e>Romney/Ryan </e>wins, I'm moving to Canada. or Britain.",-1
165,"Don't worry, <e>Romney</e>'s <a>plans will fail </a>on their own merits. #arapgov13",-1
166,DavidLimbaugh been praying all day for an even better showing for<e> Romney</e>.,-1
167,"Exactly. RT @owillis: beginning to suspect this <e>mitt romney </e>character is as<a> imaginary as his tax and health care ""plans""</a>",-1
168,Love that <e>Mitt Romney </e>has sponsored his page on Facebook so I can see who likes it. I just unfriended five people. Thanks Mitt!,-1
169,"<e>Mitt Romney </e>is using immigration as a ""pinata"" after twisting himself into a ""xenophobic pretzel"": http://t.co/2uxJIn5D",-1
170,RT @TheObamaDiary: '<e>Mitt Romney</e>: <a>WRONG for women's health</a>' http://t.co/cK4CJ0DO #Obama2012,-1
171,#TownHallQuestions Mr. President you broke many of your 2008 promises. Why should we believe you will honor them now? BTW I'm voting <e>Romney</e>.,1
172,<e>Mitt Romney </e><a>Lied About His Dad</a>'s Walkout http://t.co/Sh93ZTUA via @AddInfoOrg,-1
173,"that is because <e>Romney</e>'s plan (if there is one) would be the same as Newt's, let them get jobs as janitors. #AsshatsAbide",-1
174,"Facts: In 1965, <e>Mitt Romney</e> was<a> arrested for using large blocks of ice to slide</a> down the slopes of a golf course. Plain Stupid!",-1
175,"Hmmm. Every time I try to click the ""Get the details"" link on <e>Romney</e>'s tax plan, it runs away, as if trying to hide. http://t.co/KJCZ9DhE",-1
176,"<e>Mitt Romney </e>do not pay no tax,<e>Mitt Romney</e><a> do not pay no tax</a>",-1
177,why <e>BarackObama     </e>WE  CANNOT   AFFORD    4   YEARS    OF  <e> MITT ROMNEY      </e>WILL  BE  BACK TO  THE   BUSH   DAYS,-1
178,#Politics Poll: <e>Romney </e>Has Large Lead In Rural Swing Counties: By Howard BerkesNational Public RadioOctobe... http://t.co/Dj1oW76r #TCOT,1
179,Missing from <e>Romney</e>'s<a> tax plan: Reality - Fortune (blog)</a>: Fortune (blog)Missing from <e>Romney</e>'s tax ... http://t.co/yloi78Mh #decision2012,-1
180,<e>Romney </e>Plan <a>Doesn't Raise Middle Class Taxes</a>: http://t.co/UgK2aFEe #012 #tcot,1
181,Let me get this str8. Everyone knows <e>Mitt Romney </e>is a pathological<a> liar </a>but it is up to the POTUS to show everyone what they already know?,-1
182,35 Reasons You’re an Idiot if You Don’t Vote for <e>Romney </e>http://t.co/ntjsMi37 // Don't show this to liberals. We already know they are idiots.,1
183,Dumb broad talking about how <e>mitt Romney </e>is going to help<a> her dad pay less in taxes</a>. I'm going to choke someone.,-1
184,America needs a strong leader not one who hides behind a woman America needs<e> Mitt Romney</e>,1
185,All This Talk About Mitt <e>Romney</e>'s $5 Trillion Tax ... I Know You Want Change But I Only Have $100 Bills,-1
186,Could <e>Mitt romney </e>walk in your shoes,0
187,If <e>Romney </e>wins it is going back to slavery. Lmao,-1
188,"<e>Ann Romney </e>like vacations too, but she will not take them on our dime.",-1
189,<e>Mitt </e><a>Criticized By His Father</a>’s Longtime Aide,-1
190,Super Pac Man <e>Romney </e>is Gobble Up Economics spokesman for right wing ideologues. They want all the money!,-1
191,Great news: We finally have details of <e>Romney</e>'s tax plan.  Bad news: <a>the details of Romney's tax plan </a>http://t.co/1BL28Tp8,-1
192,taBOout12 That's terrific! We have to keep trying. I am hoping for a <e>Romney</e> landslide! 21 days till election day and I can not wait!,1
193,Bill Clinton explias <a>liar</a> <e>romney</e>'s tax scam in full: https://t.co/alsbwBRu,-1
194,In June –<e> Romney </e>Told Employers To Tell Employees How To Vote; Now They’re Doing Just That http://t.co/wz4IQ67i,-1
195,If you like <e>Romney </e>you will b deleted and blocked!,-1
196,<e>Romney </e>did NOT make his positions clear in the debate. He side stepped issues. Supreme court justices make the decisions.,-1
197,And if <e>Romney </e>gets in we are definitely going to bomb iran...smdh,-1
198,<e>Mitt Romney </e><a>Lied About His Dad</a>’s Walkout http://t.co/J2eKabBH,-1
199,"When it comes to his<a> $5 trillion tax plan</a>, do not let <e>Mitt Romney </e>give you the runaround. Details matter: http://t.co/GMUfCgMW @Polar_Icon",-1
200,Why <e>Romney </e>the Closer Is a Consumer Nightmare http://t.co/heYFhSw9 via @huffingtonpost,-1
201,<e>Romney</e>'s solution to childhood poverty: Borrow money from your parents.,-1
202,In case you missed this. Maddow Show. <e>Romney </e>Is Attacked By His Father's Longtime Aide: http://t.co/cblyUvTo via @youtube,-1
203,Economy expected to create 12M jobs by 2016. <e>Romney </e>brags his plan creates 12M jobs. Interesting. Kinda like cleaning an already clean pot.,-1
204,“@realDonaldTrump: I have no doubt that <e>Mitt </e>will do really well tonight. We'll all be watching @MittRomney.” Agreed!!,1
205,<e>Romandey</e> Is a <a>vulture capitalist <a>who destroyed jobs aandd lives;pioandeered outsourciandg of Americaand jobs; has off shore accouandts and pays ando Fed tax,-1
206,"<e>Mitt #Romney</e>: ""Corporations are people, my friend."" #Sensata http://t.co/zEyih0tk",-1
207,What a fake! I will NOT vote for <e>Romney</e> /Ryan ticket. #edshow,-1
208,rt @FortuneMagazine: Curious if <e>Romney</e>'s <a>tax plan could work</a>? We crunched the numbers -- find out the answer: http://t.co/iZmAsBqN #romney,-1
209,"<e>Mitt Romney</e> cancels 'The View' appearance  http://t.co/0RUXCuWf via @msntv because he might be asked to tell the truth, foreign to him",-1
210,"‘Moderate <e>Mitt</e>’ Myth http://t.co/uVmnP79v. <e>Romney</e>: no principles, just the desire to be president at any cost. #undecidedvoters.",-1
211,If <e>Romney</e>wins and Roe v. Wade Goes - we know from our own country’s pre-Roe history the brutal consequences http://t.co/M4XJrHe8,-1
212,"hyPA says <e>Mitt Romney </e>is <a>wrong for America, wrong for our troops</a>. http://t.co/MzIw1XpW",-1
213,"Bwah! √ RT @mmfa ""One throwaway comment by <e>Romney</e> in May"": Rush Limbaugh whitewashes <e>Mitt Romney</e>'s extremism: http://t.co/s1ojU4C5",-1
214,<e>Romney</e>'<a>tax cut plan does not add up</a>,-1
215,Daily Kos: <e>Mitt Romney</e>'s<a> jobs plan math is as bogus </a>as his tax plan math http://t.co/ajd9QzAW via @dailykos,-1
216,Fewer qualms for gun-rights groups over <e>Romney </e>now http://t.co/axcrdS8v,0
217,Longtime George Romney aide attacks <e>Mitt</e>  - basically this confirms that<e> Mitt Romney</e> is full of shit!! http://t.co/Z7M8pVEg via @Salon,-1
218,<e>Romney</e>'s reforms will only be suppression.,-1
219,Paul Ryan too good to help needy. Exactly what <e>Romney/Ryan</e> would be like in White House. Wake the fuck up. Only care about themselves.#Romney,-1
220,#<e>Romney </e>closer to latinos in #Florida specially Cubans: #Miami #White_House #<e>Obama </e>- http://t.co/uCwa6Xdy,0
221,"Paul Ryan washing already clean dishes to ""fool"" America represents the <e>Romney</e>-Ryan ticket. Fake and phoney to it is core.",-1
222,Father of murdered US ambassador to <e>Romney</e>: Leave my kid alone http://t.co/AmO7ktDw,-1
223,did <e>romney </e>get a Hitler hiarcut today?,-1
224,<e>Romney</e>'s busy first day in office http://t.co/04LdXGNX,0
225,The news in this waiting room is saying that <e>Romney </e>is getting ahead in the polls with the female vote...wtf is wrong with those women?,-1
226,Governor <e>Romney</e>'s budget would make the Hunger Games a reality.  #,-1
227,Ten <a>million of those jobs </a>in<e> Romney</e>’s plan represent an entirely bogus promise. http://t.co/ilBsLWo7,-1
228,<e>Romney</e>'s<a> bogus claims about his jobs plan </a>(did Glenn Hubbard sign off on this?): http://t.co/3n4K9XXL cc @delong,-1
229,"“@ByronTau: Republican consultant Robert Traynham says on MSNBC that <e>Romney </e>has a ""moderate record.""” Severely.",0
230,Tonight <e>Mitt Romney</e>'s debate plans include a healthy dose of rope-a-dope. Somebody please provide the dope with enough rope to hang himself.,-1
231,http://t.co/ztpXgWp4 Failures in <e>Romney</e>’s<a> Economic Proposals </a>– Postitive Externalities: I am a fan of free markets.... http://t.co/bcUpJedV,-1
232,No more liars in the White House  VOTE <e>Romney / Ryan</e>,1
233,"Rural America wants to think real hard on voting for a lier, flip-FLOPPER,&amp; jobs killer! <e>Romney</e> has <a>shipped jobs overseas </a>while at Bain corp",-1
234,I would like to know how I got on pretty much every <e>Romney</e> email list ever made...,0
235,You can tell when #<e>Romney</e> is lying. Watch how he swallows hard when he lies. Very telling! http://t.co/AN11bb2x,-1
236,<e>Mitt </e>could outspend the President 10 times if he wanted to.,0
